Index,Prime_Number,Is_Even,Digit_Count,Last_Digit,Gap_From_Previous
21247,240287,False,6,7,4
21248,240319,False,6,9,32
21249,240341,False,6,1,22
21250,240347,False,6,7,6
21251,240349,False,6,9,2
21252,240353,False,6,3,4
21253,240371,False,6,1,18
21254,240379,False,6,9,8
21255,240421,False,6,1,42
21256,240433,False,6,3,12
21257,240437,False,6,7,4
21258,240473,False,6,3,36
21259,240479,False,6,9,6
21260,240491,False,6,1,12
21261,240503,False,6,3,12
21262,240509,False,6,9,6
21263,240517,False,6,7,8
21264,240551,False,6,1,34
21265,240571,False,6,1,20
21266,240587,False,6,7,16
21267,240589,False,6,9,2
21268,240599,False,6,9,10
21269,240607,False,6,7,8
21270,240623,False,6,3,16
21271,240631,False,6,1,8
21272,240641,False,6,1,10
21273,240659,False,6,9,18
21274,240677,False,6,7,18
21275,240701,False,6,1,24
21276,240707,False,6,7,6
21277,240719,False,6,9,12
21278,240727,False,6,7,8
21279,240733,False,6,3,6
21280,240739,False,6,9,6
21281,240743,False,6,3,4
21282,240763,False,6,3,20
21283,240769,False,6,9,6
21284,240797,False,6,7,28
21285,240811,False,6,1,14
21286,240829,False,6,9,18
21287,240841,False,6,1,12
21288,240853,False,6,3,12
21289,240859,False,6,9,6
21290,240869,False,6,9,10
21291,240881,False,6,1,12
21292,240883,False,6,3,2
21293,240893,False,6,3,10
21294,240899,False,6,9,6
21295,240913,False,6,3,14
21296,240943,False,6,3,30
21297,240953,False,6,3,10
21298,240959,False,6,9,6
21299,240967,False,6,7,8
21300,240997,False,6,7,30
21301,241013,False,6,3,16
21302,241027,False,6,7,14
21303,241037,False,6,7,10
21304,241049,False,6,9,12
21305,241051,False,6,1,2
21306,241061,False,6,1,10
21307,241067,False,6,7,6
21308,241069,False,6,9,2
21309,241079,False,6,9,10
21310,241093,False,6,3,14
21311,241117,False,6,7,24
21312,241127,False,6,7,10
21313,241141,False,6,1,14
21314,241169,False,6,9,28
21315,241177,False,6,7,8
21316,241183,False,6,3,6
21317,241207,False,6,7,24
21318,241229,False,6,9,22
21319,241249,False,6,9,20
21320,241253,False,6,3,4
21321,241259,False,6,9,6
21322,241261,False,6,1,2
21323,241271,False,6,1,10
21324,241291,False,6,1,20
21325,241303,False,6,3,12
21326,241313,False,6,3,10
21327,241321,False,6,1,8
21328,241327,False,6,7,6
21329,241333,False,6,3,6
21330,241337,False,6,7,4
21331,241343,False,6,3,6
21332,241361,False,6,1,18
21333,241363,False,6,3,2
21334,241391,False,6,1,28
21335,241393,False,6,3,2
21336,241421,False,6,1,28
21337,241429,False,6,9,8
21338,241441,False,6,1,12
21339,241453,False,6,3,12
21340,241463,False,6,3,10
21341,241469,False,6,9,6
21342,241489,False,6,9,20
21343,241511,False,6,1,22
21344,241513,False,6,3,2
21345,241517,False,6,7,4
21346,241537,False,6,7,20
21347,241543,False,6,3,6
21348,241559,False,6,9,16
21349,241561,False,6,1,2
21350,241567,False,6,7,6
21351,241589,False,6,9,22
21352,241597,False,6,7,8
21353,241601,False,6,1,4
21354,241603,False,6,3,2
21355,241639,False,6,9,36
21356,241643,False,6,3,4
21357,241651,False,6,1,8
21358,241663,False,6,3,12
21359,241667,False,6,7,4
21360,241679,False,6,9,12
21361,241687,False,6,7,8
21362,241691,False,6,1,4
21363,241711,False,6,1,20
21364,241727,False,6,7,16
21365,241739,False,6,9,12
21366,241771,False,6,1,32
21367,241781,False,6,1,10
21368,241783,False,6,3,2
21369,241793,False,6,3,10
21370,241807,False,6,7,14
21371,241811,False,6,1,4
21372,241817,False,6,7,6
21373,241823,False,6,3,6
21374,241847,False,6,7,24
21375,241861,False,6,1,14
21376,241867,False,6,7,6
21377,241873,False,6,3,6
21378,241877,False,6,7,4
21379,241883,False,6,3,6
21380,241903,False,6,3,20
21381,241907,False,6,7,4
21382,241919,False,6,9,12
21383,241921,False,6,1,2
21384,241931,False,6,1,10
21385,241939,False,6,9,8
21386,241951,False,6,1,12
21387,241963,False,6,3,12
21388,241973,False,6,3,10
21389,241979,False,6,9,6
21390,241981,False,6,1,2
21391,241993,False,6,3,12
21392,242009,False,6,9,16
21393,242057,False,6,7,48
21394,242059,False,6,9,2
21395,242069,False,6,9,10
21396,242083,False,6,3,14
21397,242093,False,6,3,10
21398,242101,False,6,1,8
21399,242119,False,6,9,18
21400,242129,False,6,9,10
21401,242147,False,6,7,18
21402,242161,False,6,1,14
21403,242171,False,6,1,10
21404,242173,False,6,3,2
21405,242197,False,6,7,24
21406,242201,False,6,1,4
21407,242227,False,6,7,26
21408,242243,False,6,3,16
21409,242257,False,6,7,14
21410,242261,False,6,1,4
21411,242273,False,6,3,12
21412,242279,False,6,9,6
21413,242309,False,6,9,30
21414,242329,False,6,9,20
21415,242357,False,6,7,28
21416,242371,False,6,1,14
21417,242377,False,6,7,6
21418,242393,False,6,3,16
21419,242399,False,6,9,6
21420,242413,False,6,3,14
21421,242419,False,6,9,6
21422,242441,False,6,1,22
21423,242447,False,6,7,6
21424,242449,False,6,9,2
21425,242453,False,6,3,4
21426,242467,False,6,7,14
21427,242479,False,6,9,12
21428,242483,False,6,3,4
21429,242491,False,6,1,8
21430,242509,False,6,9,18
21431,242519,False,6,9,10
21432,242521,False,6,1,2
21433,242533,False,6,3,12
21434,242551,False,6,1,18
21435,242591,False,6,1,40
21436,242603,False,6,3,12
21437,242617,False,6,7,14
21438,242621,False,6,1,4
21439,242629,False,6,9,8
21440,242633,False,6,3,4
21441,242639,False,6,9,6
21442,242647,False,6,7,8
21443,242659,False,6,9,12
21444,242677,False,6,7,18
21445,242681,False,6,1,4
21446,242689,False,6,9,8
21447,242713,False,6,3,24
21448,242729,False,6,9,16
21449,242731,False,6,1,2
21450,242747,False,6,7,16
21451,242773,False,6,3,26
21452,242779,False,6,9,6
21453,242789,False,6,9,10
21454,242797,False,6,7,8
21455,242807,False,6,7,10
21456,242813,False,6,3,6
21457,242819,False,6,9,6
21458,242863,False,6,3,44
21459,242867,False,6,7,4
21460,242873,False,6,3,6
21461,242887,False,6,7,14
21462,242911,False,6,1,24
21463,242923,False,6,3,12
21464,242927,False,6,7,4
21465,242971,False,6,1,44
21466,242989,False,6,9,18
21467,242999,False,6,9,10
21468,243011,False,6,1,12
21469,243031,False,6,1,20
21470,243073,False,6,3,42
21471,243077,False,6,7,4
21472,243091,False,6,1,14
21473,243101,False,6,1,10
21474,243109,False,6,9,8
21475,243119,False,6,9,10
21476,243121,False,6,1,2
21477,243137,False,6,7,16
21478,243149,False,6,9,12
21479,243157,False,6,7,8
21480,243161,False,6,1,4
21481,243167,False,6,7,6
21482,243197,False,6,7,30
21483,243203,False,6,3,6
21484,243209,False,6,9,6
21485,243227,False,6,7,18
21486,243233,False,6,3,6
21487,243239,False,6,9,6
21488,243259,False,6,9,20
21489,243263,False,6,3,4
21490,243301,False,6,1,38
21491,243311,False,6,1,10
21492,243343,False,6,3,32
21493,243367,False,6,7,24
21494,243391,False,6,1,24
21495,243401,False,6,1,10
21496,243403,False,6,3,2
21497,243421,False,6,1,18
21498,243431,False,6,1,10
21499,243433,False,6,3,2
21500,243437,False,6,7,4
21501,243461,False,6,1,24
21502,243469,False,6,9,8
21503,243473,False,6,3,4
21504,243479,False,6,9,6
21505,243487,False,6,7,8
21506,243517,False,6,7,30
21507,243521,False,6,1,4
21508,243527,False,6,7,6
21509,243533,False,6,3,6
21510,243539,False,6,9,6
21511,243553,False,6,3,14
21512,243577,False,6,7,24
21513,243583,False,6,3,6
21514,243587,False,6,7,4
21515,243589,False,6,9,2
21516,243613,False,6,3,24
21517,243623,False,6,3,10
21518,243631,False,6,1,8
21519,243643,False,6,3,12
21520,243647,False,6,7,4
21521,243671,False,6,1,24
21522,243673,False,6,3,2
21523,243701,False,6,1,28
21524,243703,False,6,3,2
21525,243707,False,6,7,4
21526,243709,False,6,9,2
21527,243769,False,6,9,60
21528,243781,False,6,1,12
21529,243787,False,6,7,6
21530,243799,False,6,9,12
21531,243809,False,6,9,10
21532,243829,False,6,9,20
21533,243839,False,6,9,10
21534,243851,False,6,1,12
21535,243857,False,6,7,6
21536,243863,False,6,3,6
21537,243871,False,6,1,8
21538,243889,False,6,9,18
21539,243911,False,6,1,22
21540,243917,False,6,7,6
21541,243931,False,6,1,14
21542,243953,False,6,3,22
21543,243973,False,6,3,20
21544,243989,False,6,9,16
21545,244003,False,6,3,14
21546,244009,False,6,9,6
21547,244021,False,6,1,12
21548,244033,False,6,3,12
21549,244043,False,6,3,10
21550,244087,False,6,7,44
21551,244091,False,6,1,4
21552,244109,False,6,9,18
21553,244121,False,6,1,12
21554,244129,False,6,9,8
21555,244141,False,6,1,12
21556,244147,False,6,7,6
21557,244157,False,6,7,10
21558,244159,False,6,9,2
21559,244177,False,6,7,18
21560,244199,False,6,9,22
21561,244217,False,6,7,18
21562,244219,False,6,9,2
21563,244243,False,6,3,24
21564,244247,False,6,7,4
21565,244253,False,6,3,6
21566,244261,False,6,1,8
21567,244291,False,6,1,30
21568,244297,False,6,7,6
21569,244301,False,6,1,4
21570,244303,False,6,3,2
21571,244313,False,6,3,10
21572,244333,False,6,3,20
21573,244339,False,6,9,6
21574,244351,False,6,1,12
21575,244357,False,6,7,6
21576,244367,False,6,7,10
21577,244379,False,6,9,12
21578,244381,False,6,1,2
21579,244393,False,6,3,12
21580,244399,False,6,9,6
21581,244403,False,6,3,4
21582,244411,False,6,1,8
21583,244423,False,6,3,12
21584,244429,False,6,9,6
21585,244451,False,6,1,22
21586,244457,False,6,7,6
21587,244463,False,6,3,6
21588,244471,False,6,1,8
21589,244481,False,6,1,10
21590,244493,False,6,3,12
21591,244507,False,6,7,14
21592,244529,False,6,9,22
21593,244547,False,6,7,18
21594,244553,False,6,3,6
21595,244561,False,6,1,8
21596,244567,False,6,7,6
21597,244583,False,6,3,16
21598,244589,False,6,9,6
21599,244597,False,6,7,8
21600,244603,False,6,3,6
21601,244619,False,6,9,16
21602,244633,False,6,3,14
21603,244637,False,6,7,4
21604,244639,False,6,9,2
21605,244667,False,6,7,28
21606,244669,False,6,9,2
21607,244687,False,6,7,18
21608,244691,False,6,1,4
21609,244703,False,6,3,12
21610,244711,False,6,1,8
21611,244721,False,6,1,10
21612,244733,False,6,3,12
21613,244747,False,6,7,14
21614,244753,False,6,3,6
21615,244759,False,6,9,6
21616,244781,False,6,1,22
21617,244787,False,6,7,6
21618,244813,False,6,3,26
21619,244837,False,6,7,24
21620,244841,False,6,1,4
21621,244843,False,6,3,2
21622,244859,False,6,9,16
21623,244861,False,6,1,2
21624,244873,False,6,3,12
21625,244877,False,6,7,4
21626,244889,False,6,9,12
21627,244897,False,6,7,8
21628,244901,False,6,1,4
21629,244939,False,6,9,38
21630,244943,False,6,3,4
21631,244957,False,6,7,14
21632,244997,False,6,7,40
21633,245023,False,6,3,26
21634,245029,False,6,9,6
21635,245033,False,6,3,4
21636,245039,False,6,9,6
21637,245071,False,6,1,32
21638,245083,False,6,3,12
21639,245087,False,6,7,4
21640,245107,False,6,7,20
21641,245129,False,6,9,22
21642,245131,False,6,1,2
21643,245149,False,6,9,18
21644,245171,False,6,1,22
21645,245173,False,6,3,2
21646,245177,False,6,7,4
21647,245183,False,6,3,6
21648,245209,False,6,9,26
21649,245251,False,6,1,42
21650,245257,False,6,7,6
21651,245261,False,6,1,4
21652,245269,False,6,9,8
21653,245279,False,6,9,10
21654,245291,False,6,1,12
21655,245299,False,6,9,8
21656,245317,False,6,7,18
21657,245321,False,6,1,4
21658,245339,False,6,9,18
21659,245383,False,6,3,44
21660,245389,False,6,9,6
21661,245407,False,6,7,18
21662,245411,False,6,1,4
21663,245417,False,6,7,6
21664,245419,False,6,9,2
21665,245437,False,6,7,18
21666,245471,False,6,1,34
21667,245473,False,6,3,2
21668,245477,False,6,7,4
21669,245501,False,6,1,24
21670,245513,False,6,3,12
21671,245519,False,6,9,6
21672,245521,False,6,1,2
21673,245527,False,6,7,6
21674,245533,False,6,3,6
21675,245561,False,6,1,28
21676,245563,False,6,3,2
21677,245587,False,6,7,24
21678,245591,False,6,1,4
21679,245593,False,6,3,2
21680,245621,False,6,1,28
21681,245627,False,6,7,6
21682,245629,False,6,9,2
21683,245639,False,6,9,10
21684,245653,False,6,3,14
21685,245671,False,6,1,18
21686,245681,False,6,1,10
21687,245683,False,6,3,2
21688,245711,False,6,1,28
21689,245719,False,6,9,8
21690,245723,False,6,3,4
21691,245741,False,6,1,18
21692,245747,False,6,7,6
21693,245753,False,6,3,6
21694,245759,False,6,9,6
21695,245771,False,6,1,12
21696,245783,False,6,3,12
21697,245789,False,6,9,6
21698,245821,False,6,1,32
21699,245849,False,6,9,28
21700,245851,False,6,1,2
21701,245863,False,6,3,12
21702,245881,False,6,1,18
21703,245897,False,6,7,16
21704,245899,False,6,9,2
21705,245909,False,6,9,10
21706,245911,False,6,1,2
21707,245941,False,6,1,30
21708,245963,False,6,3,22
21709,245977,False,6,7,14
21710,245981,False,6,1,4
21711,245983,False,6,3,2
21712,245989,False,6,9,6
21713,246011,False,6,1,22
21714,246017,False,6,7,6
21715,246049,False,6,9,32
21716,246073,False,6,3,24
21717,246097,False,6,7,24
21718,246119,False,6,9,22
21719,246121,False,6,1,2
21720,246131,False,6,1,10
21721,246133,False,6,3,2
21722,246151,False,6,1,18
21723,246167,False,6,7,16
21724,246173,False,6,3,6
21725,246187,False,6,7,14
21726,246193,False,6,3,6
21727,246203,False,6,3,10
21728,246209,False,6,9,6
21729,246217,False,6,7,8
21730,246223,False,6,3,6
21731,246241,False,6,1,18
21732,246247,False,6,7,6
21733,246251,False,6,1,4
21734,246271,False,6,1,20
21735,246277,False,6,7,6
21736,246289,False,6,9,12
21737,246317,False,6,7,28
21738,246319,False,6,9,2
21739,246329,False,6,9,10
21740,246343,False,6,3,14
21741,246349,False,6,9,6
21742,246361,False,6,1,12
21743,246371,False,6,1,10
21744,246391,False,6,1,20
21745,246403,False,6,3,12
21746,246439,False,6,9,36
21747,246469,False,6,9,30
21748,246473,False,6,3,4
21749,246497,False,6,7,24
21750,246509,False,6,9,12
21751,246511,False,6,1,2
21752,246523,False,6,3,12
21753,246527,False,6,7,4
21754,246539,False,6,9,12
21755,246557,False,6,7,18
21756,246569,False,6,9,12
21757,246577,False,6,7,8
21758,246599,False,6,9,22
21759,246607,False,6,7,8
21760,246611,False,6,1,4
21761,246613,False,6,3,2
21762,246637,False,6,7,24
21763,246641,False,6,1,4
21764,246643,False,6,3,2
21765,246661,False,6,1,18
21766,246683,False,6,3,22
21767,246689,False,6,9,6
21768,246707,False,6,7,18
21769,246709,False,6,9,2
21770,246713,False,6,3,4
21771,246731,False,6,1,18
21772,246739,False,6,9,8
21773,246769,False,6,9,30
21774,246773,False,6,3,4
21775,246781,False,6,1,8
21776,246787,False,6,7,6
21777,246793,False,6,3,6
21778,246803,False,6,3,10
21779,246809,False,6,9,6
21780,246811,False,6,1,2
21781,246817,False,6,7,6
21782,246833,False,6,3,16
21783,246839,False,6,9,6
21784,246889,False,6,9,50
21785,246899,False,6,9,10
21786,246907,False,6,7,8
21787,246913,False,6,3,6
21788,246919,False,6,9,6
21789,246923,False,6,3,4
21790,246929,False,6,9,6
21791,246931,False,6,1,2
21792,246937,False,6,7,6
21793,246941,False,6,1,4
21794,246947,False,6,7,6
21795,246971,False,6,1,24
21796,246979,False,6,9,8
21797,247001,False,6,1,22
21798,247007,False,6,7,6
21799,247031,False,6,1,24
21800,247067,False,6,7,36
21801,247069,False,6,9,2
21802,247073,False,6,3,4
21803,247087,False,6,7,14
21804,247099,False,6,9,12
21805,247141,False,6,1,42
21806,247183,False,6,3,42
21807,247193,False,6,3,10
21808,247201,False,6,1,8
21809,247223,False,6,3,22
21810,247229,False,6,9,6
21811,247241,False,6,1,12
21812,247249,False,6,9,8
21813,247259,False,6,9,10
21814,247279,False,6,9,20
21815,247301,False,6,1,22
21816,247309,False,6,9,8
21817,247337,False,6,7,28
21818,247339,False,6,9,2
21819,247343,False,6,3,4
21820,247363,False,6,3,20
21821,247369,False,6,9,6
21822,247381,False,6,1,12
21823,247391,False,6,1,10
21824,247393,False,6,3,2
21825,247409,False,6,9,16
21826,247421,False,6,1,12
21827,247433,False,6,3,12
21828,247439,False,6,9,6
21829,247451,False,6,1,12
21830,247463,False,6,3,12
21831,247501,False,6,1,38
21832,247519,False,6,9,18
21833,247529,False,6,9,10
21834,247531,False,6,1,2
21835,247547,False,6,7,16
21836,247553,False,6,3,6
21837,247579,False,6,9,26
21838,247591,False,6,1,12
21839,247601,False,6,1,10
21840,247603,False,6,3,2
21841,247607,False,6,7,4
21842,247609,False,6,9,2
21843,247613,False,6,3,4
21844,247633,False,6,3,20
21845,247649,False,6,9,16
21846,247651,False,6,1,2
21847,247691,False,6,1,40
21848,247693,False,6,3,2
21849,247697,False,6,7,4
21850,247711,False,6,1,14
21851,247717,False,6,7,6
21852,247729,False,6,9,12
21853,247739,False,6,9,10
21854,247759,False,6,9,20
21855,247769,False,6,9,10
21856,247771,False,6,1,2
21857,247781,False,6,1,10
21858,247799,False,6,9,18
21859,247811,False,6,1,12
21860,247813,False,6,3,2
21861,247829,False,6,9,16
21862,247847,False,6,7,18
21863,247853,False,6,3,6
21864,247873,False,6,3,20
21865,247879,False,6,9,6
21866,247889,False,6,9,10
21867,247901,False,6,1,12
21868,247913,False,6,3,12
21869,247939,False,6,9,26
21870,247943,False,6,3,4
21871,247957,False,6,7,14
21872,247991,False,6,1,34
21873,247993,False,6,3,2
21874,247997,False,6,7,4
21875,247999,False,6,9,2
21876,248021,False,6,1,22
21877,248033,False,6,3,12
21878,248041,False,6,1,8
21879,248051,False,6,1,10
21880,248057,False,6,7,6
21881,248063,False,6,3,6
21882,248071,False,6,1,8
21883,248077,False,6,7,6
21884,248089,False,6,9,12
21885,248099,False,6,9,10
21886,248117,False,6,7,18
21887,248119,False,6,9,2
21888,248137,False,6,7,18
21889,248141,False,6,1,4
21890,248161,False,6,1,20
21891,248167,False,6,7,6
21892,248177,False,6,7,10
21893,248179,False,6,9,2
21894,248189,False,6,9,10
21895,248201,False,6,1,12
21896,248203,False,6,3,2
21897,248231,False,6,1,28
21898,248243,False,6,3,12
21899,248257,False,6,7,14
21900,248267,False,6,7,10
21901,248291,False,6,1,24
21902,248293,False,6,3,2
21903,248299,False,6,9,6
21904,248309,False,6,9,10
21905,248317,False,6,7,8
21906,248323,False,6,3,6
21907,248351,False,6,1,28
21908,248357,False,6,7,6
21909,248371,False,6,1,14
21910,248389,False,6,9,18
21911,248401,False,6,1,12
21912,248407,False,6,7,6
21913,248431,False,6,1,24
21914,248441,False,6,1,10
21915,248447,False,6,7,6
21916,248461,False,6,1,14
21917,248473,False,6,3,12
21918,248477,False,6,7,4
21919,248483,False,6,3,6
21920,248509,False,6,9,26
21921,248533,False,6,3,24
21922,248537,False,6,7,4
21923,248543,False,6,3,6
21924,248569,False,6,9,26
21925,248579,False,6,9,10
21926,248587,False,6,7,8
21927,248593,False,6,3,6
21928,248597,False,6,7,4
21929,248609,False,6,9,12
21930,248621,False,6,1,12
21931,248627,False,6,7,6
21932,248639,False,6,9,12
21933,248641,False,6,1,2
21934,248657,False,6,7,16
21935,248683,False,6,3,26
21936,248701,False,6,1,18
21937,248707,False,6,7,6
21938,248719,False,6,9,12
21939,248723,False,6,3,4
21940,248737,False,6,7,14
21941,248749,False,6,9,12
21942,248753,False,6,3,4
21943,248779,False,6,9,26
21944,248783,False,6,3,4
21945,248789,False,6,9,6
21946,248797,False,6,7,8
21947,248813,False,6,3,16
21948,248821,False,6,1,8
21949,248827,False,6,7,6
21950,248839,False,6,9,12
21951,248851,False,6,1,12
21952,248861,False,6,1,10
21953,248867,False,6,7,6
21954,248869,False,6,9,2
21955,248879,False,6,9,10
21956,248887,False,6,7,8
21957,248891,False,6,1,4
21958,248893,False,6,3,2
21959,248903,False,6,3,10
21960,248909,False,6,9,6
21961,248971,False,6,1,62
21962,248981,False,6,1,10
21963,248987,False,6,7,6
21964,249017,False,6,7,30
21965,249037,False,6,7,20
21966,249059,False,6,9,22
21967,249079,False,6,9,20
21968,249089,False,6,9,10
21969,249097,False,6,7,8
21970,249103,False,6,3,6
21971,249107,False,6,7,4
21972,249127,False,6,7,20
21973,249131,False,6,1,4
21974,249133,False,6,3,2
21975,249143,False,6,3,10
21976,249181,False,6,1,38
21977,249187,False,6,7,6
21978,249199,False,6,9,12
21979,249211,False,6,1,12
21980,249217,False,6,7,6
21981,249229,False,6,9,12
21982,249233,False,6,3,4
21983,249253,False,6,3,20
21984,249257,False,6,7,4
21985,249287,False,6,7,30
21986,249311,False,6,1,24
21987,249317,False,6,7,6
21988,249329,False,6,9,12
21989,249341,False,6,1,12
21990,249367,False,6,7,26
21991,249377,False,6,7,10
21992,249383,False,6,3,6
21993,249397,False,6,7,14
21994,249419,False,6,9,22
21995,249421,False,6,1,2
21996,249427,False,6,7,6
21997,249433,False,6,3,6
21998,249437,False,6,7,4
21999,249439,False,6,9,2
22000,249449,False,6,9,10
22001,249463,False,6,3,14
22002,249497,False,6,7,34
22003,249499,False,6,9,2
22004,249503,False,6,3,4
22005,249517,False,6,7,14
22006,249521,False,6,1,4
22007,249533,False,6,3,12
22008,249539,False,6,9,6
22009,249541,False,6,1,2
22010,249563,False,6,3,22
22011,249583,False,6,3,20
22012,249589,False,6,9,6
22013,249593,False,6,3,4
22014,249607,False,6,7,14
22015,249647,False,6,7,40
22016,249659,False,6,9,12
22017,249671,False,6,1,12
22018,249677,False,6,7,6
22019,249703,False,6,3,26
22020,249721,False,6,1,18
22021,249727,False,6,7,6
22022,249737,False,6,7,10
22023,249749,False,6,9,12
22024,249763,False,6,3,14
22025,249779,False,6,9,16
22026,249797,False,6,7,18
22027,249811,False,6,1,14
22028,249827,False,6,7,16
22029,249833,False,6,3,6
22030,249853,False,6,3,20
22031,249857,False,6,7,4
22032,249859,False,6,9,2
22033,249863,False,6,3,4
22034,249871,False,6,1,8
22035,249881,False,6,1,10
22036,249911,False,6,1,30
22037,249923,False,6,3,12
22038,249943,False,6,3,20
22039,249947,False,6,7,4
22040,249967,False,6,7,20
22041,249971,False,6,1,4
22042,249973,False,6,3,2
22043,249989,False,6,9,16
22044,250007,False,6,7,18
22045,250013,False,6,3,6
22046,250027,False,6,7,14
22047,250031,False,6,1,4
22048,250037,False,6,7,6
22049,250043,False,6,3,6
22050,250049,False,6,9,6
22051,250051,False,6,1,2
22052,250057,False,6,7,6
22053,250073,False,6,3,16
22054,250091,False,6,1,18
22055,250109,False,6,9,18
22056,250123,False,6,3,14
22057,250147,False,6,7,24
22058,250153,False,6,3,6
22059,250169,False,6,9,16
22060,250199,False,6,9,30
22061,250253,False,6,3,54
22062,250259,False,6,9,6
22063,250267,False,6,7,8
22064,250279,False,6,9,12
22065,250301,False,6,1,22
22066,250307,False,6,7,6
22067,250343,False,6,3,36
22068,250361,False,6,1,18
22069,250403,False,6,3,42
22070,250409,False,6,9,6
22071,250423,False,6,3,14
22072,250433,False,6,3,10
22073,250441,False,6,1,8
22074,250451,False,6,1,10
22075,250489,False,6,9,38
22076,250499,False,6,9,10
22077,250501,False,6,1,2
22078,250543,False,6,3,42
22079,250583,False,6,3,40
22080,250619,False,6,9,36
22081,250643,False,6,3,24
22082,250673,False,6,3,30
22083,250681,False,6,1,8
22084,250687,False,6,7,6
22085,250693,False,6,3,6
22086,250703,False,6,3,10
22087,250709,False,6,9,6
22088,250721,False,6,1,12
22089,250727,False,6,7,6
22090,250739,False,6,9,12
22091,250741,False,6,1,2
22092,250751,False,6,1,10
22093,250753,False,6,3,2
22094,250777,False,6,7,24
22095,250787,False,6,7,10
22096,250793,False,6,3,6
22097,250799,False,6,9,6
22098,250807,False,6,7,8
22099,250813,False,6,3,6
22100,250829,False,6,9,16
22101,250837,False,6,7,8
22102,250841,False,6,1,4
22103,250853,False,6,3,12
22104,250867,False,6,7,14
22105,250871,False,6,1,4
22106,250889,False,6,9,18
22107,250919,False,6,9,30
22108,250949,False,6,9,30
22109,250951,False,6,1,2
22110,250963,False,6,3,12
22111,250967,False,6,7,4
22112,250969,False,6,9,2
22113,250979,False,6,9,10
22114,250993,False,6,3,14
22115,251003,False,6,3,10
22116,251033,False,6,3,30
22117,251051,False,6,1,18
22118,251057,False,6,7,6
22119,251059,False,6,9,2
22120,251063,False,6,3,4
22121,251071,False,6,1,8
22122,251081,False,6,1,10
22123,251087,False,6,7,6
22124,251099,False,6,9,12
22125,251117,False,6,7,18
22126,251143,False,6,3,26
22127,251149,False,6,9,6
22128,251159,False,6,9,10
22129,251171,False,6,1,12
22130,251177,False,6,7,6
22131,251179,False,6,9,2
22132,251191,False,6,1,12
22133,251197,False,6,7,6
22134,251201,False,6,1,4
22135,251203,False,6,3,2
22136,251219,False,6,9,16
22137,251221,False,6,1,2
22138,251231,False,6,1,10
22139,251233,False,6,3,2
22140,251257,False,6,7,24
22141,251261,False,6,1,4
22142,251263,False,6,3,2
22143,251287,False,6,7,24
22144,251291,False,6,1,4
22145,251297,False,6,7,6
22146,251323,False,6,3,26
22147,251347,False,6,7,24
22148,251353,False,6,3,6
22149,251359,False,6,9,6
22150,251387,False,6,7,28
22151,251393,False,6,3,6
22152,251417,False,6,7,24
22153,251429,False,6,9,12
22154,251431,False,6,1,2
22155,251437,False,6,7,6
22156,251443,False,6,3,6
22157,251467,False,6,7,24
22158,251473,False,6,3,6
22159,251477,False,6,7,4
22160,251483,False,6,3,6
22161,251491,False,6,1,8
22162,251501,False,6,1,10
22163,251513,False,6,3,12
22164,251519,False,6,9,6
22165,251527,False,6,7,8
22166,251533,False,6,3,6
22167,251539,False,6,9,6
22168,251543,False,6,3,4
22169,251561,False,6,1,18
22170,251567,False,6,7,6
22171,251609,False,6,9,42
22172,251611,False,6,1,2
22173,251621,False,6,1,10
22174,251623,False,6,3,2
22175,251639,False,6,9,16
22176,251653,False,6,3,14
22177,251663,False,6,3,10
22178,251677,False,6,7,14
22179,251701,False,6,1,24
22180,251707,False,6,7,6
22181,251737,False,6,7,30
22182,251761,False,6,1,24
22183,251789,False,6,9,28
22184,251791,False,6,1,2
22185,251809,False,6,9,18
22186,251831,False,6,1,22
22187,251833,False,6,3,2
22188,251843,False,6,3,10
22189,251857,False,6,7,14
22190,251861,False,6,1,4
22191,251879,False,6,9,18
22192,251887,False,6,7,8
22193,251893,False,6,3,6
22194,251897,False,6,7,4
22195,251903,False,6,3,6
22196,251917,False,6,7,14
22197,251939,False,6,9,22
22198,251941,False,6,1,2
22199,251947,False,6,7,6
22200,251969,False,6,9,22
22201,251971,False,6,1,2
22202,251983,False,6,3,12
22203,252001,False,6,1,18
22204,252013,False,6,3,12
22205,252017,False,6,7,4
22206,252029,False,6,9,12
22207,252037,False,6,7,8
22208,252079,False,6,9,42
22209,252101,False,6,1,22
22210,252139,False,6,9,38
22211,252143,False,6,3,4
22212,252151,False,6,1,8
22213,252157,False,6,7,6
22214,252163,False,6,3,6
22215,252169,False,6,9,6
22216,252173,False,6,3,4
22217,252181,False,6,1,8
22218,252193,False,6,3,12
22219,252209,False,6,9,16
22220,252223,False,6,3,14
22221,252233,False,6,3,10
22222,252253,False,6,3,20
22223,252277,False,6,7,24
22224,252283,False,6,3,6
22225,252289,False,6,9,6
22226,252293,False,6,3,4
22227,252313,False,6,3,20
22228,252319,False,6,9,6
22229,252323,False,6,3,4
22230,252341,False,6,1,18
22231,252359,False,6,9,18
22232,252383,False,6,3,24
22233,252391,False,6,1,8
22234,252401,False,6,1,10
22235,252409,False,6,9,8
22236,252419,False,6,9,10
22237,252431,False,6,1,12
22238,252443,False,6,3,12
22239,252449,False,6,9,6
22240,252457,False,6,7,8
22241,252463,False,6,3,6
22242,252481,False,6,1,18
22243,252509,False,6,9,28
